Title,Year,Genre,Plot,Language,Poster,IMDBRating,Director,Production,Error
The History of Love,2016,"18, 10749, 10752",The story of a long-lost book that mysteriously reappears and connects an old man searching for his son with a girl seeking a cure for her mother's loneliness.,en,https://image.tmdb.org/t/p/w500/nNA1Ut2neRVxYkyJeNQ2AZaJ7Lf.jpg,6.5,Radu Mihăileanu,"Oï  Oï  Oï Productions, Caramel Films, Panache Productions, Libra Film, 2.4.7. Films, La Compagnie Cinématographique",
"Hot Country, Cold Winter",2016,,"A tale of a man and a woman suffering near-absurd circumstances. Their narratives, recollections, imagination, dreams.",hy,https://image.tmdb.org/t/p/w500/82QZeeAhoCip1eg2rx8fj4PZIja.jpg,0,David Safarian,,
"Hail, Caesar!",2016,"35, 80, 9648","When a Hollywood star mysteriously disappears in the middle of filming, the studio sends their fixer to get him back.",en,https://image.tmdb.org/t/p/w500/txvoksUbyxqvaOvDfEbwW5nEcmX.jpg,5.9,Joel Coen,"Universal Pictures, Mike Zoss Productions, Working Title Films",
Silence,2016,"18, 36","Two Jesuit priests travel to seventeenth century Japan which has, under the Tokugawa shogunate, banned Catholicism and almost all foreign contact.",en,https://image.tmdb.org/t/p/w500/x5T0cQDYws0xRBVG4Q3wpcrcmax.jpg,7.1,Martin Scorsese,"Waypoint Entertainment, Cappa Defina Productions, CatchPlay, Fábrica de Cine, SharpSword Films, Sikelia Productions, EFO Films",
Nina,2016,"18, 10402",The story of the late jazz musician and classical pianist Nina Simone including her rise to fame and relationship with her manager Clifton Henderson.,en,https://image.tmdb.org/t/p/w500/2nU3l3NYaVVIaglkAvBtsXjdvmI.jpg,5.259,Cynthia Mort,"Londinium Films, Ealing Studios",
Cell,2016,"27, 878, 53","When a strange signal pulsates through all cell phone networks worldwide, it starts a murderous epidemic of epic proportions when users become bloodthirsty creatures, and a group of people in New England are among the survivors to deal with the ensuing chaos after.",en,https://image.tmdb.org/t/p/w500/c5N6Pw3P6TqQnGcqiVkhO9u85KB.jpg,4.681,Tod Williams,"Cargo Entertainment, 120dB Films, Benaroya Pictures, The Genre Co., International Film Trust",
Warcraft,2016,"28, 12, 14","The peaceful realm of Azeroth stands on the brink of war as its civilization faces a fearsome race of invaders: orc warriors fleeing their dying home to colonize another. As a portal opens to connect the two worlds, one army faces destruction and the other faces extinction. From opposing sides, two heroes are set on a collision course that will decide the fate of their family, their people, and their home.",en,https://image.tmdb.org/t/p/w500/nZIIOs06YigBnvmlJ2hxZeA8eTO.jpg,6.38,Duncan Jones,"Legendary Pictures, Universal Pictures, Atlas Entertainment, Blizzard Entertainment, Tencent Pictures, Fuji Television Network, dentsu, Huayi Brothers Pictures, Taihe Entertainment, China Film Group Corporation",
Manhattan Minutiae,2016,,"A rock & roll romantic comedy centered on an eclectic group of Greenwich Village East residents, led by the intellectual slacker Dex and the passionate Bohemian rock-star-in-the-making, Max. Their grunge chic New York group's divergent backgrounds and views serve to highlight how the pursuit of love, in all its forms and manifestations remains the driving force behind our lives, regardless of age, race, culture, religion or sexual orientation. The journey is punctuated by an original, pulsating soundtrack and live band performances by the all girl group MaxiTit and its faithful lesbian following.",en,https://image.tmdb.org/t/p/w500/TanrY6lIqTYHxsvKLEArTnIDIj.jpg,2,Steve Becker,,
Maximum Ride,2016,"28, 12, 35, 14, 878, 53","Six children genetically cross-bred with avian DNA, complete with wings, take flight around the country to discover their origins.",en,https://image.tmdb.org/t/p/w500/9xMMUsqz7MxQUPToJqhfYAebQBo.jpg,4.943,Jay Martin,"JP Entertainment, Studio71, G2",
Pee-wee's Big Holiday,2016,"12, 35, 10751",A fateful meeting with a mysterious stranger inspires Pee-wee Herman to take his first-ever holiday.,en,https://image.tmdb.org/t/p/w500/jxA3dpyMYWzAI5kCNU5oA9md0RD.jpg,6.104,John Lee,Apatow Productions,
Retreat!,2012,,"Inspired by war films from the 1950's, Retreat! tells the story of nine U.S. Soldiers who were forced to retreat into unknown territories deep in the heart of Korea.",en,https://image.tmdb.org/t/p/w500/o2aNRxwThmutpZRas51Vyl47poF.jpg,0,Scott Slone,,
The Sighting,2016,"27, 53","A terrifying psychological thriller set near the beautiful landscape of Glacier National Park, Montana. Two high school friends, Travis and Nate, are on a road trip to Canada when they're attacked by mysterious and vicious creatures. Nate is stolen into the woods and Travis will stop at nothing to get him back. Travis recruits Nate's older brother Chris to bring an arsenal and wage war against these monsters in an effort to retrieve Nate.",en,https://image.tmdb.org/t/p/w500/5yfvS2hDqIRaEdnINggZsjq0dEa.jpg,3.4,David Blair,"Film Star Pictures, BadFritter Films",
Gangster Kittens,2016,,"An uncompromising portrait of the struggles of a resplendent teenager with an anarchic spirit, fighting to maintain her existence in the bleak urban landscape of London. Angel is a cool but troubled nymphet, disillusioned by the tedium and meaninglessness of her uninviting working class future, her eyes filled with ferocious pique. Neglected by her abusive uncle and abandoned by her school, the disparate and embittered delinquent embarks on an odyssey of self-discovery to find a whole new world of possibilities.",en,https://image.tmdb.org/t/p/w500/zv6RsWYgzJDqhojJ6gbqq8I9C8F.jpg,1,Ash Mahmood,,
The Legend of Tarzan,2016,"14, 28, 12","Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.",en,https://image.tmdb.org/t/p/w500/eJrfz178xBGlxjDGxnBXTzWWa4w.jpg,5.9,David Yates,"Village Roadshow Pictures, Dark Horse Entertainment, Beagle Pug Films, Jerry Weintraub Productions, RatPac Entertainment, Riche Productions, Warner Bros. Pictures",
Pelé: Birth of a Legend,2016,18,"The life story of Brazilian football legend, Pele.",en,https://image.tmdb.org/t/p/w500/b1XoAl8TJi7zbKO3GUzRUBrpSxq.jpg,7.4,Jeff Zimbalist,"Zohar International, Imagine Entertainment, Seine Pictures, Zohar Cinema, All Rise Films",
Alalá,2016,99,A children's arts center in a multicultural Seville neighborhood uses the power of flamenco to generate opportunities and encourage social change.,es,https://image.tmdb.org/t/p/w500/nOTX8hrauVphEkuLt1fCL6Es6kC.jpg,9,Remedios Malvárez,Producciones Singulares,
La notte è piccola per noi,2019,,,it,https://image.tmdb.org/t/p/w500/iiGpyIZenobXOyGJ1eYGODQ3zFp.jpg,5.6,Gianfrancesco Lazotti,,
The Young Messiah,2016,18,"Tells the story of Jesus Christ at age seven as he and his family depart Egypt to return home to Nazareth. Told from his childhood perspective, it follows young Jesus as he grows into his religious identity.",en,https://image.tmdb.org/t/p/w500/ubehK1ZnM0NQphchuaMeE4A1BZk.jpg,6.5,Cyrus Nowrasteh,Focus Features,
Cartas da Bessarábia,2016,99,"This documentary brings a reflection on nationality, minorities, prejudice and identity, from the journey of journalist Leila Sterenberg through the land of her paternal grandparents.",pt,https://image.tmdb.org/t/p/w500/oz7tC1CWfS3v4mBPf4p31fQr8QR.jpg,0,Leila Sterenberg,GloboNews,
Until You,2016,,A magical encounter leaves a young woman with a dog that must help her romance a pop star in order to transform back into a human.,vi,https://image.tmdb.org/t/p/w500/sliJ4fCqKZfMp3RgoDcpmQkXER2.jpg,0,Đinh Tuấn Vũ,,
Stregati dalla Bruna,N/A,35,,it,https://image.tmdb.org/t/p/w500/1638dfoa006dJEdKj0VAdHEOajN.jpg,2.5,Henry Secchiaroli,Valmex Group,
Days of Truce,2017,99,"Rio 2016 official film, ""Days of Truce"" is an original portrait of the Brazilian experience in hosting the Games and a powerful manifesto that explores how the Olympic values are relevant in our modern society.",en,https://image.tmdb.org/t/p/w500/eG1eX5UxHMcbIhoUCKXqg8I8Zvf.jpg,0,Haná Vaisman,Conspiração Filmes,
Jakkanna,2016,"28, 10749",A man's attempts to repay a kindness earns him the wrath of a ruthless gangster who just wants to be left alone to continue his illegal dealings.,te,https://image.tmdb.org/t/p/w500/zzADhFxA5yIHjnStmNNiOhXXO8T.jpg,6,Vamsi Krishna Akella,Sudharshan Reddy,
"Simón, contamos contigo",1971,35,,es,https://image.tmdb.org/t/p/w500/joiPteh0TXvSba9e2dP8N0Sm7ZO.jpg,1,Ramón Fernández,Ízaro Films,
Kurzzeithelden,2015,878,,de,https://image.tmdb.org/t/p/w500/2yQ6PojAfeu0r7FXZwb1sOaX56u.jpg,0,Christine Wagner,Wagner-Vision Production,
Matru Devo Bhava,1993,18,"Satyam (Nassar) is a driver and his wife Sarada (Madhavi) is a music teacher. They were both orphans brought up in the Seva Ashram (run by Charuhasan). Sarada and Satyam have four kids. Satyam, though good at heart, is addicted to liquor. Apparao (Tanikella Bharani), a toddy milk vendor, has an eye on Sarada. When Satyam discovers Apparao making advances on Sarada, he assaults him in front of everyone. Avenging the assault, Apparao kills Satyam. Sarada, who is diagnosed with cancer, wants her children to be brought up in a family atmosphere rather than in the Ashram and the children are adopted by different families.",te,https://image.tmdb.org/t/p/w500/mkJjgpUx6BXYJq7Akrztn4Qt2fu.jpg,0,N/A,Creative Commercials,
Transeúntes,2015,"18, 99",,es,N/A,4.5,Luis Aller,"Grupo Cine Arte, El Dedo en el Ojo",
Jurassic World,2015,"28, 12, 878, 53","Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.",en,https://image.tmdb.org/t/p/w500/A0LZHXUzo5C60Oahvt7VxvwuzHw.jpg,6.7,Colin Trevorrow,"Amblin Entertainment, Universal Pictures",
The Stanford Prison Experiment,2015,53,This film is based on the actual events that took place in 1971 when Stanford professor Dr. Philip Zimbardo created what became one of the most shocking and famous social experiments of all time.,en,https://image.tmdb.org/t/p/w500/kSUWvTkYcDZI2yX6nyWeK7J1Sus.jpg,6.859,Kyle Patrick Alvarez,"Abandon Pictures, Coup d'Etat Films, Sandbar Pictures",
High-Rise,2015,18,Life for the residents of a tower block begins to run out of control.,en,https://image.tmdb.org/t/p/w500/h8d92L9T5Ty8olbkGGeqXIpzaj0.jpg,5.6,Ben Wheatley,"Recorded Picture Company, HanWay Films, Film4 Productions, BFI, Northern Ireland Screen, Ingenious Media, SCOPE Pictures, S Films",
Ant-Man,2015,"878, 28, 12","Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.",en,https://image.tmdb.org/t/p/w500/rQRnQfUl3kfp78nCWq8Ks04vnq1.jpg,7.076,Peyton Reed,Marvel Studios,
The Man Who Knew Infinity,2016,"18, 36","Growing up poor in Madras, India, Srinivasa Ramanujan Iyengar earns admittance to Cambridge University during WWI, where he becomes a pioneer in mathematical theories with the guidance of his professor, G.H. Hardy.",en,https://image.tmdb.org/t/p/w500/v2X1BtkxaV8pzLbmM8a5gTdpg7B.jpg,7.2,Matt Brown,"Animus Films, Pressman Film, Kreo Films, Xeitgeist Entertainment Group, American Entertainment Investors, Cayenne Pepper Productions",
Miles Ahead,2016,"18, 10402, 36",An exploration of the life and music of Miles Davis.,en,https://image.tmdb.org/t/p/w500/rdk0epUSHFo1NyWXueKANUwIFQi.jpg,6.4,Don Cheadle,"Bifrost Pictures, Crescendo Productions, Sobini Films, Naked City Films",
The Danish Girl,2015,18,"When Gerda Wegener asks her husband Einar to fill in as a portrait model, Einar discovers the person she's meant to be and begins living her life as Lili Elbe. Having realized her true self and with Gerda's love and support, Lili embarks on a groundbreaking journey as a transgender pioneer.",en,https://image.tmdb.org/t/p/w500/mXZZIacI5FC8thzSC0lgQBQ2uAX.jpg,7.579,Tom Hooper,"Pretty Pictures, Working Title Films, Artémis Productions, Shelter Productions, Senator Global Productions, ReVision Pictures, Working Title Films",
The Wedding Ringer,2015,35,"Doug Harris is a loveable but socially awkward groom-to-be with a problem: he has no best man.  With less than two weeks to go until he marries the girl of his dreams, Doug is referred to Jimmy Callahan, owner and CEO of Best Man, Inc., a company that provides flattering best men for socially challenged guys in need.  What ensues is a hilarious wedding charade as they try to pull off the big con, and an unexpected budding bromance between Doug and his fake best man Jimmy.",en,https://image.tmdb.org/t/p/w500/nh9VKA4LEPKkoCljnDNHtSIhKbF.jpg,6.5,Jeremy Garelick,"Screen Gems, LStar Capital, Miramax, Will Packer Productions",
Chooriyan,2015,"18, 10402, 10749","Chooriyan is the story of Simran (Gracy Singh), an orphan who has always dreamt of being a part of a family. Her dream finally comes true when Army Office Aman (Sudanshu Pandde) asks her to marry him and she lives happily as part of Aman's family. Aman and Simran cherish every moment before he returns back to his army duty.",hi,https://image.tmdb.org/t/p/w500/drTza40hom57dpP8xIDXcfoLl9K.jpg,0,Sukhwant Dhadda,,
